UV,UV,UV
0.020000,0.030000,0.020000
0.010000,0.040000,0.050000
0.030000,0.040000,0.008609
0.020000,0.030000,0.040000
0.008623,0.040000,0.020000
0.030000,0.010000,0.010000
0.020000,0.080000,0.040000
0.020000,0.020000,0.020000
0.020000,0.380000,0.060000
0.030000,0.020000,0.020000
0.010000,0.020000,0.030000
0.180000,0.008609,0.020000
0.010000,0.020000,0.010000
0.009581,0.060000,0.010000
0.030000,0.020000,0.040000
0.020000,0.040000,0.090000
0.020000,0.030000,0.040000
0.010000,0.020000,0.020000
0.020000,0.060000,0.040000
0.009900,0.040000,0.020000
0.020000,0.110000,0.050000
0.009900,0.070000,0.020000
0.010000,0.020000,0.010000
0.010000,0.020000,0.070000
0.010000,0.290000,0.020000
0.020000,0.020000,0.030000
0.008942,0.040000,0.060000
0.020000,0.050000,0.009839
0.020000,0.010000,0.030000
0.030000,0.030000,0.070000
0.020000,0.010000,0.050000
0.050000,0.020000,0.040000
0.030000,0.010000,0.020000
0.030000,0.020000,0.010000
0.009581,0.010000,0.030000
0.010000,0.010000,0.008609
0.020000,0.170000,0.010000
0.008303,0.070000,0.020000
0.010000,0.170000,0.010000
0.010000,0.020000,0.007379
0.020000,0.030000,0.030000
0.010000,0.020000,0.020000
0.020000,0.150000,0.010000
0.020000,0.050000,0.010000
0.030000,0.020000,0.020000
0.010000,0.060000,0.040000
0.010000,0.008609,0.010000
0.010000,0.020000,0.080000
0.030000,0.020000,0.020000
0.060000,0.290000,0.010000
0.010000,0.020000,0.040000
0.020000,0.010000,0.030000
0.020000,0.070000,0.060000
0.020000,0.060000,0.040000
0.010000,0.120000,0.030000
0.010000,0.290000,0.010000
0.020000,0.030000,0.020000
0.010000,0.060000,0.040000
0.040000,0.020000,0.020000
0.040000,0.020000,0.030000
0.020000,0.050000,0.040000
0.020000,0.010000,0.040000
0.020000,0.030000,0.040000
0.020000,0.090000,0.040000
0.010000,0.030000,0.080000
0.008609,0.040000,0.009839
0.020000,0.010000,0.010000
0.010000,0.110000,0.020000
0.009839,0.030000,0.040000
0.020000,0.020000,0.050000
0.009839,0.060000,0.020000
0.030000,0.040000,0.050000
0.010000,0.010000,0.007379
0.030000,0.120000,0.040000
0.010000,0.060000,0.009839
0.020000,0.020000,0.030000
0.010000,0.020000,0.010000
0.010000,0.280000,0.009839
0.030000,0.020000,0.040000
0.020000,0.050000,0.020000
0.020000,0.030000,0.020000
0.020000,0.030000,0.010000
0.020000,0.009975,0.050000
0.010000,0.020000,0.020000
0.030000,0.030000,0.150000
0.010000,0.020000,0.120000
0.020000,0.010000,0.009839
0.010000,0.030000,0.030000
0.030000,0.020000,0.030000
0.010000,0.170000,0.020000
0.020000,0.020000,0.030000
0.020000,0.070000,0.020000
0.080000,0.170000,0.010000
0.010000,0.040000,0.030000
0.080000,0.009839,0.010000
0.020000,0.010000,0.008609
0.009839,0.050000,0.007379
0.120000,0.040000,0.030000
0.010000,0.050000,0.050000
0.020000,0.010000,0.030000
0.009839,0.020000,0.020000
0.020000,0.030000,0.050000
0.020000,0.020000,0.010000
0.010000,0.040000,0.009839
0.060000,0.040000,0.020000
0.020000,0.020000,0.060000
0.010000,0.010000,0.020000
0.010000,0.020000,0.020000
0.010000,0.020000,0.020000
0.020000,0.050000,0.020000
0.010000,0.430000,0.050000
0.020000,0.050000,0.020000
0.050000,0.020000,0.040000
0.040000,0.030000,0.070000
0.010000,0.050000,0.030000
0.020000,0.060000,0.040000
0.010000,0.040000,0.050000
0.040000,0.110000,0.020000
0.050000,0.390000,0.020000
0.020000,0.160000,0.040000
0.020000,0.010000,0.020000
0.020000,0.020000,0.020000
0.008609,0.020000,0.090000
0.010000,0.090000,0.010000
0.020000,0.020000,0.020000
0.030000,0.010000,0.009839
0.040000,0.040000,0.020000
0.008609,0.070000,0.060000
0.020000,0.020000,0.020000
0.020000,0.030000,0.020000
0.030000,0.050000,0.020000
0.030000,0.010000,0.010000
0.010000,0.009839,0.020000
0.009839,0.200000,0.030000
0.010000,0.020000,0.040000
0.030000,0.010000,0.020000
0.090000,0.020000,0.030000
0.020000,0.030000,0.020000
0.020000,0.020000,0.009839
0.010000,0.080000,0.060000
0.009839,0.010000,0.030000
0.020000,0.008609,0.010000
0.020000,0.040000,0.010000
0.010000,0.010000,0.030000
0.009839,0.020000,0.010000
0.010000,0.130000,0.030000
0.050000,0.020000,0.010000
0.010000,0.030000,0.020000
0.020000,0.010000,0.020000
0.020000,0.070000,0.007379
0.020000,0.100000,0.010000
0.020000,0.070000,0.060000
0.009839,0.020000,0.040000
0.030000,0.070000,0.030000
0.009839,0.120000,0.010000
0.008609,0.050000,0.040000
0.020000,0.070000,0.050000
0.030000,0.020000,0.020000
0.080000,0.020000,0.040000
0.040000,0.120000,0.020000
0.020000,0.170000,0.020000
0.020000,0.010000,0.020000
0.070000,0.010000,0.070000
0.030000,0.060000,0.020000
0.080000,0.010000,0.010000
0.010000,0.020000,0.020000
0.030000,0.030000,0.040000
0.020000,0.030000,0.030000
0.100000,0.030000,0.030000
0.030000,0.060000,0.040000
0.040000,0.050000,0.040000
0.010000,0.050000,0.040000
0.020000,0.060000,0.010000
0.030000,0.020000,0.060000
0.020000,0.020000,0.020000
0.140000,0.009839,0.020000
0.020000,0.080000,0.020000
0.030000,0.090000,0.030000
0.010000,0.030000,0.030000
0.009839,0.020000,0.060000
0.020000,0.030000,0.030000
0.050000,0.040000,0.010000
0.010000,0.020000,0.020000
0.080000,0.090000,0.008609
0.010000,0.020000,0.020000
0.009839,0.220000,0.030000
0.040000,0.010000,0.020000
0.020000,0.050000,0.010000
0.020000,0.020000,0.010000
0.010000,0.030000,0.030000
0.010000,0.010000,0.030000
0.010000,0.030000,0.020000
0.020000,0.010000,0.030000
0.020000,0.030000,0.010000
0.007379,0.040000,0.190000
0.060000,0.030000,0.030000
0.050000,0.110000,0.060000
0.010000,0.008609,0.009839
0.030000,0.020000,0.040000
0.010000,0.050000,0.009839
0.040000,0.010000,0.030000
0.040000,0.240000,0.050000
0.009839,0.030000,0.030000
0.010000,0.060000,0.010000
0.020000,0.030000,0.010000
0.030000,0.020000,0.050000
0.020000,0.010000,0.020000
0.030000,0.020000,0.010000
0.020000,0.030000,0.020000
0.030000,0.020000,0.090000
0.020000,0.010000,0.030000
0.030000,0.190000,0.030000
0.020000,0.070000,0.020000
0.030000,0.020000,0.110000
0.030000,0.170000,0.080000
0.009839,0.030000,0.010000
0.030000,0.020000,0.080000
0.020000,0.030000,0.080000
0.010000,0.150000,0.020000
0.040000,0.080000,0.040000
0.010000,0.050000,0.009839
0.020000,0.020000,0.030000
0.030000,0.030000,0.020000
0.010000,0.060000,0.010000
0.030000,0.040000,0.050000
0.030000,0.008609,0.020000
0.010000,0.010000,0.040000
0.010000,0.080000,0.110000
0.080000,0.020000,0.020000
0.020000,0.160000,0.030000
0.030000,0.020000,0.020000
0.010000,0.070000,0.040000
0.010000,0.050000,0.020000
0.020000,0.010000,0.009839
0.020000,0.020000,0.030000
0.020000,0.020000,0.040000
0.010000,0.030000,0.020000
0.030000,0.010000,0.009839
0.150000,0.150000,0.010000
0.050000,0.040000,0.040000
0.010000,0.020000,0.050000
0.200000,0.020000,0.060000
0.050000,0.050000,0.070000
0.010000,0.060000,0.040000
0.030000,0.020000,1.080000
0.020000,0.040000,0.370000
0.120000,0.060000,0.010000
0.050000,0.010000,0.050000
0.020000,0.010000,0.010000
0.030000,0.030000,0.030000
0.030000,0.070000,0.180000
0.050000,0.080000,0.020000
0.020000,0.030000,
0.030000,0.020000,
0.040000,0.040000,
0.030000,0.020000,
0.040000,0.090000,
0.020000,0.020000,
0.010000,0.220000,
0.020000,0.050000,
0.050000,0.020000,
0.010000,0.010000,
0.090000,0.080000,
0.010000,0.020000,
0.020000,0.070000,
0.030000,0.020000,
0.050000,0.009839,
0.050000,0.009839,
0.020000,0.010000,
0.020000,0.020000,
0.020000,0.060000,
0.010000,0.030000,
0.040000,0.009839,
0.030000,0.210000,
0.020000,0.010000,
0.010000,0.080000,
0.010000,0.040000,
0.010000,0.110000,
0.020000,0.020000,
0.040000,0.020000,
0.030000,0.030000,
0.040000,0.060000,
0.030000,0.040000,
0.020000,0.090000,
0.030000,0.020000,
0.020000,0.040000,
0.040000,0.020000,
0.050000,0.080000,
0.020000,0.090000,
0.030000,0.020000,
0.050000,0.050000,
0.030000,0.010000,
0.020000,0.009839,
0.170000,0.010000,
0.020000,0.040000,
0.010000,0.040000,
0.020000,0.040000,
0.030000,0.010000,
0.060000,0.020000,
0.050000,0.060000,
0.030000,0.010000,
0.009839,0.050000,
0.010000,0.080000,
0.020000,0.060000,
0.040000,0.080000,
0.020000,0.070000,
0.008609,0.060000,
0.030000,0.020000,
0.010000,0.010000,
0.010000,0.060000,
0.030000,0.020000,
0.070000,0.010000,
0.030000,0.010000,
0.030000,0.010000,
0.040000,0.090000,
0.020000,0.020000,
0.010000,0.020000,
0.060000,0.009839,
0.030000,0.020000,
0.020000,0.030000,
0.070000,0.010000,
0.009839,0.010000,
0.040000,0.020000,
0.020000,0.010000,
0.020000,0.030000,
0.020000,0.020000,
0.020000,0.020000,
0.010000,0.030000,
0.010000,0.030000,
0.020000,0.020000,
0.010000,0.100000,
0.030000,0.020000,
0.009839,0.010000,
0.010000,0.020000,
0.020000,0.020000,
0.020000,0.020000,
0.080000,0.020000,
0.010000,0.009839,
0.030000,0.020000,
0.030000,0.020000,
0.010000,0.020000,
0.010000,0.010000,
0.010000,0.020000,
0.009839,0.020000,
0.020000,0.010000,
0.020000,0.020000,
0.010000,0.020000,
0.007379,0.050000,
0.010000,0.020000,
0.010000,0.010000,
0.010000,0.020000,
0.010000,0.030000,
0.020000,0.020000,
0.060000,0.030000,
0.020000,0.020000,
0.010000,0.010000,
0.040000,0.060000,
0.020000,0.070000,
0.009839,0.020000,
0.010000,0.030000,
0.030000,0.060000,
0.030000,0.010000,
0.010000,0.020000,
0.009839,0.260000,
0.020000,0.030000,
0.020000,0.030000,
0.007379,0.020000,
0.010000,0.030000,
0.030000,0.009839,
0.010000,0.030000,
0.020000,0.060000,
0.008609,0.020000,
0.030000,0.060000,
0.040000,0.010000,
0.030000,0.070000,
0.009839,0.020000,
0.007379,0.010000,
0.010000,0.020000,
0.009839,0.080000,
0.020000,0.010000,
0.020000,0.050000,
0.008609,0.010000,
0.010000,0.120000,
0.008609,0.009839,
0.020000,0.040000,
0.030000,0.010000,
0.060000,0.010000,
0.010000,0.020000,
0.020000,0.010000,
0.010000,0.010000,
0.020000,0.008609,
0.020000,0.410000,
0.010000,0.020000,
0.009839,0.080000,
0.009839,0.020000,
0.008609,0.020000,
0.008609,0.050000,
0.010000,0.009839,
0.030000,0.060000,
0.030000,0.010000,
0.030000,0.040000,
0.020000,0.040000,
0.040000,0.030000,
0.020000,0.008609,
0.010000,0.030000,
0.020000,0.040000,
0.010000,0.030000,
0.008609,0.009839,
0.050000,0.020000,
0.020000,0.010000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.020000,
0.009839,0.010000,
0.040000,0.020000,
0.040000,0.020000,
0.030000,0.040000,
0.020000,0.009352,
0.010000,0.040000,
0.040000,0.020000,
0.010000,0.010000,
0.030000,0.250000,
0.020000,0.007481,
0.030000,0.030000,
0.050000,0.020000,
0.030000,0.010000,
0.020000,0.060000,
0.020000,0.020000,
0.050000,0.060000,
0.020000,0.020000,
0.010000,0.010000,
0.060000,0.030000,
0.020000,0.020000,
0.020000,0.030000,
0.010000,0.020000,
0.008609,0.080000,
0.030000,0.050000,
0.010000,0.020000,
0.030000,0.010000,
0.020000,0.010000,
0.040000,0.010000,
0.040000,0.020000,
0.010000,0.020000,
0.010000,0.010000,
0.020000,0.030000,
0.020000,0.020000,
0.010000,0.010000,
0.010000,0.010000,
0.020000,0.020000,
0.009839,0.090000,
0.009839,0.020000,
0.008609,0.030000,
0.030000,0.020000,
0.030000,0.030000,
0.070000,0.008728,
0.010000,0.020000,
0.130000,0.010000,
0.030000,0.008728,
0.050000,0.040000,
0.010000,0.020000,
0.010000,0.020000,
0.009839,0.020000,
0.020000,0.030000,
0.020000,0.020000,
0.040000,0.009352,
0.040000,0.020000,
0.020000,0.030000,
0.060000,0.020000,
0.020000,0.020000,
0.010000,0.040000,
0.040000,0.020000,
0.030000,0.020000,
0.010000,0.008728,
0.010000,0.030000,
0.010000,0.030000,
0.050000,0.010000,
0.040000,0.110000,
0.020000,0.030000,
0.010000,0.020000,
0.010000,0.010000,
0.020000,0.030000,
0.070000,0.030000,
0.020000,0.020000,
0.009839,0.020000,
0.020000,0.010000,
0.070000,0.020000,
0.010000,0.030000,
0.020000,0.020000,
0.020000,0.030000,
0.040000,0.020000,
0.110000,0.030000,
0.010000,0.010000,
0.060000,0.008728,
0.080000,0.010000,
0.070000,0.020000,
0.007379,0.030000,
0.020000,0.020000,
0.009839,0.020000,
0.010000,0.020000,
0.010000,0.009352,
0.030000,0.030000,
0.010000,0.020000,
0.010000,0.010000,
0.010000,0.050000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.010000,
0.020000,0.030000,
0.009839,0.010000,
0.020000,0.010000,
0.010000,0.020000,
0.010000,0.010000,
0.080000,0.030000,
0.010000,0.030000,
0.010000,0.009975,
0.010000,0.030000,
0.050000,0.070000,
0.050000,0.050000,
0.040000,0.030000,
0.010000,0.030000,
0.040000,0.020000,
0.008609,0.030000,
0.010000,0.020000,
0.020000,0.020000,
0.010000,0.009352,
0.020000,0.020000,
0.009839,0.050000,
0.010000,0.010000,
0.010000,0.040000,
0.009839,0.030000,
0.009839,0.008105,
0.020000,0.030000,
0.020000,0.060000,
0.010000,0.010000,
0.007379,0.070000,
0.070000,0.008105,
0.060000,0.010000,
0.010000,0.020000,
0.030000,0.020000,
0.020000,0.020000,
0.020000,0.008105,
0.040000,0.010000,
0.010000,0.010000,
0.040000,0.010000,
0.008609,0.020000,
0.010000,0.010000,
0.010000,0.020000,
0.010000,0.020000,
0.020000,0.030000,
0.020000,0.020000,
0.030000,0.010000,
0.009839,0.060000,
0.009839,0.030000,
0.010000,0.009352,
0.010000,0.260000,
0.030000,0.010000,
0.010000,0.030000,
0.050000,0.020000,
0.010000,0.030000,
0.030000,0.020000,
0.050000,0.010000,
0.020000,0.060000,
0.030000,0.020000,
0.010000,0.020000,
0.010000,0.060000,
0.030000,0.030000,
0.009839,0.020000,
0.030000,0.030000,
0.020000,0.070000,
0.008728,0.009975,
0.020000,0.020000,
0.008105,0.020000,
0.008105,0.008609,
0.008728,0.020000,
0.008728,0.050000,
0.009352,0.020000,
0.010000,0.010000,
0.150000,0.010000,
0.010000,0.020000,
0.010000,0.060000,
0.010000,0.010000,
0.010000,0.020000,
0.010000,0.020000,
0.009352,0.010000,
0.020000,0.040000,
0.020000,0.020000,
0.020000,0.030000,
0.007481,0.010000,
0.007481,0.020000,
0.010000,0.020000,
0.020000,0.050000,
0.030000,0.040000,
0.020000,0.030000,
0.020000,0.020000,
0.040000,0.010000,
0.010000,0.020000,
0.020000,0.020000,
0.020000,0.030000,
0.030000,0.040000,
0.030000,0.020000,
0.020000,0.340000,
0.010000,0.030000,
0.010000,0.010000,
0.010000,0.010000,
0.100000,0.020000,
0.020000,0.040000,
0.030000,0.010000,
0.010000,0.050000,
0.010000,0.009839,
0.010000,0.020000,
0.008609,0.040000,
0.010000,0.030000,
0.100000,0.090000,
0.060000,0.030000,
0.100000,0.030000,
0.150000,0.008609,
0.020000,0.040000,
0.020000,0.050000,
0.030000,0.020000,
0.007379,0.080000,
0.040000,0.030000,
0.009839,0.030000,
0.050000,0.040000,
0.080000,0.030000,
0.020000,0.030000,
0.070000,0.030000,
0.010000,0.010000,
0.008609,0.030000,
0.020000,0.030000,
0.040000,0.030000,
0.010000,0.060000,
0.020000,0.230000,
0.010000,0.140000,
0.020000,0.009839,
0.030000,0.040000,
0.030000,0.030000,
0.008609,0.008609,
0.270000,0.010000,
0.090000,0.008609,
0.050000,0.010000,
0.150000,0.010000,
0.020000,0.020000,
0.010000,0.020000,
0.010000,0.490000,
0.170000,0.010000,
0.040000,0.020000,
0.010000,0.030000,
0.050000,0.020000,
0.030000,0.030000,
0.040000,0.009839,
0.010000,0.009839,
0.060000,0.010000,
0.060000,0.010000,
0.020000,0.030000,
0.010000,0.009352,
0.010000,0.010000,
0.020000,0.009975,
0.020000,0.040000,
0.030000,0.010000,
0.070000,1.000000,
0.030000,0.010000,
0.010000,0.020000,
0.040000,0.010000,
0.020000,0.008728,
0.009839,0.008105,
0.010000,0.020000,
0.020000,0.020000,
0.020000,0.006858,
0.270000,0.010000,
0.020000,0.030000,
0.010000,0.020000,
0.010000,0.020000,
0.020000,0.110000,
0.030000,0.010000,
0.020000,0.070000,
0.040000,0.010000,
0.070000,0.040000,
0.010000,0.010000,
0.020000,0.010000,
0.020000,0.009352,
0.020000,0.010000,
0.150000,0.070000,
0.030000,0.010000,
0.040000,0.009352,
0.020000,0.160000,
0.010000,0.006858,
0.020000,0.020000,
0.060000,0.008728,
0.020000,0.009352,
0.010000,0.010000,
0.100000,0.020000,
0.030000,0.010000,
0.009839,0.010000,
0.030000,0.030000,
0.050000,0.010000,
0.270000,0.020000,
0.008609,0.010000,
0.020000,0.020000,
0.020000,0.010000,
0.020000,0.010000,
0.010000,0.020000,
0.010000,0.330000,
0.008105,0.010000,
0.008105,0.050000,
0.030000,0.010000,
0.030000,0.010000,
0.008105,0.020000,
0.010000,0.010000,
0.010000,0.010000,
0.280000,0.020000,
0.010000,0.020000,
0.009975,0.020000,
0.030000,0.009975,
0.010000,0.010000,
0.030000,0.010000,
0.010000,0.010000,
0.010000,0.020000,
0.020000,0.010000,
0.008728,0.010000,
0.020000,0.030000,
0.007481,0.009975,
0.030000,0.020000,
0.008728,0.010000,
0.010000,0.010000,
0.020000,0.020000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.440000,
0.050000,0.090000,
0.020000,0.010000,
0.009975,0.008609,
0.020000,0.008609,
0.009975,0.030000,
0.008728,0.010000,
0.070000,0.020000,
0.010000,0.030000,
0.010000,0.010000,
0.009352,0.020000,
0.020000,0.040000,
0.009975,0.020000,
0.008728,0.007379,
0.008728,0.020000,
0.008105,0.030000,
0.010000,0.020000,
0.040000,0.020000,
0.010000,0.020000,
0.020000,0.020000,
0.020000,0.030000,
0.010000,0.010000,
0.010000,0.009839,
0.020000,0.010000,
0.010000,0.040000,
0.020000,0.010000,
0.020000,0.050000,
0.008728,0.020000,
0.009975,0.020000,
0.020000,0.007379,
0.010000,0.030000,
0.010000,0.010000,
0.008728,0.020000,
0.010000,0.020000,
0.008105,0.040000,
0.010000,0.040000,
0.009352,0.040000,
0.020000,0.020000,
0.030000,0.008609,
0.160000,0.120000,
0.010000,0.010000,
0.010000,0.009839,
0.008105,0.030000,
0.040000,0.010000,
0.050000,0.010000,
0.020000,0.090000,
0.010000,0.010000,
0.020000,0.040000,
0.020000,0.010000,
0.007481,0.010000,
0.030000,0.050000,
0.010000,0.007379,
0.020000,0.010000,
0.060000,0.050000,
0.010000,0.010000,
0.020000,0.020000,
0.020000,0.008609,
0.007481,0.030000,
0.080000,0.020000,
0.030000,0.020000,
0.010000,0.020000,
0.030000,0.008609,
0.020000,0.010000,
0.030000,0.010000,
0.030000,0.020000,
0.020000,0.020000,
0.010000,0.050000,
0.008105,0.010000,
0.020000,0.020000,
0.020000,0.100000,
0.010000,0.009839,
0.020000,0.010000,
0.010000,0.010000,
0.010000,0.030000,
0.010000,0.010000,
0.010000,0.010000,
0.020000,0.020000,
0.030000,0.090000,
0.010000,0.010000,
0.030000,0.010000,
0.007481,0.020000,
0.009975,0.008609,
0.020000,0.030000,
0.010000,0.009839,
0.010000,0.060000,
0.030000,0.009839,
0.010000,0.008609,
0.020000,0.009839,
0.020000,0.020000,
0.010000,0.050000,
0.030000,0.020000,
0.010000,0.010000,
0.070000,0.030000,
0.040000,0.010000,
0.020000,0.020000,
0.040000,0.030000,
0.010000,0.008609,
0.020000,0.008609,
0.040000,0.070000,
0.060000,0.008609,
0.010000,0.007379,
0.009352,0.440000,
0.010000,0.020000,
0.030000,0.010000,
0.030000,0.010000,
0.030000,0.010000,
0.040000,0.040000,
0.040000,0.020000,
0.010000,0.010000,
0.080000,0.030000,
0.030000,0.020000,
0.020000,0.020000,
0.020000,0.020000,
0.030000,0.080000,
0.020000,0.020000,
0.030000,0.020000,
0.060000,0.010000,
0.130000,0.020000,
0.050000,0.070000,
0.020000,0.020000,
0.010000,0.010000,
0.009352,0.010000,
0.010000,0.030000,
0.010000,0.020000,
0.020000,0.009839,
0.020000,0.040000,
0.030000,0.010000,
0.060000,0.030000,
0.150000,0.050000,
0.009975,0.040000,
0.020000,0.020000,
0.580000,0.008609,
0.020000,0.020000,
0.010000,0.020000,
0.030000,0.010000,
0.010000,0.010000,
0.020000,0.020000,
0.020000,0.010000,
0.030000,0.020000,
0.040000,0.070000,
0.010000,0.010000,
0.050000,0.020000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.020000,
0.030000,0.020000,
0.020000,0.020000,
0.040000,0.030000,
0.010000,0.020000,
0.009975,0.010000,
0.030000,0.020000,
0.020000,0.010000,
0.030000,0.030000,
0.020000,0.030000,
0.010000,0.010000,
0.020000,0.040000,
0.060000,0.030000,
0.010000,0.010000,
0.050000,0.030000,
0.040000,0.020000,
0.040000,0.010000,
0.020000,0.020000,
0.030000,0.040000,
0.010000,0.010000,
0.030000,0.010000,
0.030000,0.040000,
0.060000,0.020000,
0.010000,0.020000,
0.010000,0.060000,
0.020000,0.030000,
0.040000,0.010000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.030000,
0.010000,0.020000,
0.010000,0.010000,
0.050000,0.008609,
0.040000,0.009839,
0.030000,0.020000,
0.010000,0.008609,
0.010000,0.030000,
0.010000,0.010000,
0.009352,0.020000,
0.020000,0.010000,
0.060000,0.009839,
0.030000,0.010000,
0.020000,0.020000,
0.070000,0.020000,
0.020000,0.020000,
0.010000,0.030000,
0.020000,0.020000,
0.040000,0.030000,
0.020000,0.020000,
0.010000,0.010000,
0.040000,0.030000,
0.009975,0.030000,
0.020000,0.010000,
0.030000,0.010000,
0.020000,0.010000,
0.020000,0.050000,
0.040000,0.010000,
0.050000,0.020000,
0.020000,0.010000,
0.040000,0.010000,
0.010000,0.020000,
0.010000,0.020000,
0.010000,0.010000,
0.010000,0.009839,
0.020000,0.020000,
0.010000,0.020000,
0.008105,0.010000,
0.009352,0.010000,
0.010000,0.010000,
0.010000,0.010000,
0.020000,0.030000,
0.020000,0.020000,
0.008728,0.030000,
0.009975,0.030000,
0.020000,0.030000,
0.010000,0.020000,
0.010000,0.009839,
0.010000,0.020000,
0.008728,0.020000,
0.020000,0.040000,
0.020000,0.020000,
0.008728,0.010000,
0.020000,0.010000,
0.009352,0.008609,
0.030000,0.020000,
0.020000,0.020000,
0.010000,0.020000,
0.010000,0.020000,
0.009975,0.010000,
0.010000,0.020000,
0.009975,0.020000,
0.010000,0.030000,
0.010000,0.010000,
0.030000,0.030000,
0.030000,0.010000,
0.010000,0.020000,
0.010000,0.020000,
0.050000,0.020000,
0.010000,0.010000,
0.020000,0.010000,
0.020000,0.009839,
0.010000,0.020000,
0.009975,0.020000,
0.010000,0.030000,
0.020000,0.020000,
0.010000,0.010000,
0.020000,0.009839,
0.010000,0.020000,
0.020000,0.020000,
0.020000,0.080000,
0.010000,0.050000,
0.010000,0.020000,
0.010000,0.030000,
0.030000,0.020000,
0.020000,0.008609,
0.010000,0.020000,
0.020000,0.030000,
0.020000,0.030000,
0.040000,0.020000,
0.020000,0.100000,
0.050000,0.040000,
0.010000,0.040000,
0.008728,0.010000,
0.020000,0.320000,
0.020000,0.020000,
0.010000,0.030000,
0.030000,0.010000,
0.100000,0.050000,
0.010000,0.040000,
0.010000,0.020000,
0.010000,0.008609,
0.040000,0.030000,
0.020000,0.070000,
0.010000,0.030000,
0.009352,0.030000,
0.030000,0.020000,
0.020000,0.040000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.030000,
0.007481,0.030000,
0.010000,0.020000,
0.010000,0.080000,
0.010000,0.030000,
0.008105,0.010000,
0.009975,0.030000,
0.010000,0.060000,
0.010000,0.030000,
0.020000,0.050000,
0.020000,0.060000,
0.020000,0.010000,
0.030000,0.020000,
0.010000,0.130000,
0.010000,0.230000,
0.020000,0.020000,
0.009975,0.060000,
0.010000,0.040000,
0.008728,0.010000,
0.040000,0.030000,
0.010000,0.020000,
0.020000,0.020000,
0.040000,0.010000,
0.050000,0.008105,
0.008623,0.010000,
0.060000,0.020000,
0.009581,0.020000,
0.010000,0.020000,
0.030000,0.020000,
0.030000,0.010000,
0.030000,0.030000,
0.010000,0.030000,
0.040000,0.020000,
0.030000,0.040000,
0.020000,0.320000,
0.020000,0.020000,
0.030000,0.009975,
0.050000,0.040000,
0.130000,0.010000,
0.010000,0.040000,
0.010000,0.030000,
0.020000,0.040000,
0.020000,0.030000,
0.030000,0.030000,
0.150000,0.040000,
0.070000,0.030000,
0.020000,0.080000,
0.550000,0.020000,
0.020000,0.009352,
0.010000,0.030000,
0.009900,0.230000,
0.040000,0.009352,
0.020000,0.010000,
0.010000,0.010000,
0.050000,0.009581,
0.010000,0.010000,
0.020000,0.020000,
0.020000,0.008623,
0.030000,0.010000,
0.050000,0.020000,
0.010000,0.020000,
0.010000,0.010000,
0.020000,0.030000,
0.030000,0.320000,
0.020000,0.020000,
0.010000,0.040000,
0.020000,0.030000,
0.010000,0.030000,
0.060000,0.040000,
0.050000,0.030000,
0.010000,0.080000,
0.030000,0.009900,
0.060000,0.020000,
0.020000,0.020000,
0.040000,0.008623,
0.010000,0.010000,
0.020000,0.020000,
0.050000,0.010000,
0.040000,0.020000,
0.060000,0.020000,
0.010000,0.030000,
0.060000,0.010000,
0.050000,0.020000,
0.010000,0.020000,
0.040000,0.009581,
0.020000,0.009581,
0.010000,0.060000,
0.010000,0.020000,
0.020000,0.010000,
0.020000,0.010000,
0.040000,0.010000,
0.050000,0.008942,
0.020000,0.020000,
0.040000,0.020000,
0.010000,0.010000,
0.020000,0.010000,
0.010000,0.010000,
0.020000,0.030000,
0.030000,0.040000,
0.010000,0.020000,
0.010000,0.040000,
0.010000,0.020000,
0.020000,0.020000,
0.010000,0.020000,
0.009261,0.020000,
0.020000,0.030000,
0.010000,0.010000,
0.010000,0.020000,
0.020000,0.040000,
0.010000,0.030000,
0.010000,0.100000,
0.008303,0.030000,
0.010000,0.020000,
0.010000,0.050000,
0.030000,0.010000,
0.090000,,
0.009839,,
0.007379,,
0.010000,,
0.040000,,
0.010000,,
0.510000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
0.030000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.410000,,
0.020000,,
0.030000,,
0.030000,,
0.090000,,
0.040000,,
0.008609,,
0.040000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.080000,,
0.010000,,
0.020000,,
0.030000,,
0.040000,,
0.020000,,
0.030000,,
0.009839,,
0.020000,,
0.009839,,
0.040000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.090000,,
0.010000,,
0.050000,,
0.040000,,
0.040000,,
0.010000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.050000,,
0.030000,,
0.030000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.100000,,
0.050000,,
0.010000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
