H,H,H
0.010000,,
0.190000,,
0.009481,,
0.050000,,
0.009980,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.010000,,
0.050000,,
0.008105,,
0.020000,,
0.020000,,
0.040000,,
0.009352,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.010000,,
0.008105,,
0.010000,,
0.050000,,
0.030000,,
0.040000,,
0.006858,,
0.040000,,
0.040000,,
0.020000,,
0.010000,,
0.030000,,
0.060000,,
0.008728,,
0.010000,,
0.009352,,
0.008728,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.009352,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.009975,,
0.010000,,
0.010000,,
0.008105,,
0.020000,,
0.010000,,
0.007481,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.009352,,
0.020000,,
0.010000,,
0.010000,,
0.050000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.008982,,
0.060000,,
0.030000,,
0.030000,,
0.009481,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.040000,,
0.008483,,
0.050000,,
0.010000,,
0.070000,,
0.010000,,
0.010000,,
0.060000,,
0.070000,,
0.020000,,
0.030000,,
0.050000,,
0.020000,,
0.100000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.008483,,
0.040000,,
0.009839,,
0.010000,,
0.010000,,
0.060000,,
0.009839,,
0.020000,,
0.140000,,
0.030000,,
0.020000,,
0.040000,,
0.030000,,
0.030000,,
0.010000,,
0.040000,,
0.160000,,
0.170000,,
0.060000,,
0.070000,,
0.120000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.060000,,
0.020000,,
0.020000,,
0.060000,,
0.020000,,
0.010000,,
0.040000,,
0.010000,,
0.009839,,
0.020000,,
0.090000,,
0.010000,,
0.007379,,
0.040000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.080000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.050000,,
0.020000,,
0.100000,,
0.030000,,
0.030000,,
0.008609,,
0.010000,,
0.008609,,
0.020000,,
0.007379,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.007379,,
0.060000,,
0.030000,,
0.010000,,
0.100000,,
0.080000,,
0.010000,,
0.009839,,
0.300000,,
0.010000,,
0.010000,,
0.010000,,
0.009839,,
0.010000,,
0.010000,,
0.070000,,
0.010000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.140000,,
0.009352,,
0.008728,,
0.030000,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.008105,,
0.020000,,
0.030000,,
0.008728,,
0.160000,,
0.008105,,
0.010000,,
0.010000,,
0.006858,,
0.009975,,
0.010000,,
0.010000,,
0.010000,,
0.170000,,
0.008728,,
0.060000,,
0.070000,,
0.008728,,
0.010000,,
0.120000,,
0.010000,,
0.010000,,
0.007481,,
0.008728,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.008105,,
0.009975,,
0.020000,,
0.008105,,
0.010000,,
0.008728,,
0.008728,,
0.040000,,
0.080000,,
0.040000,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.070000,,
0.008728,,
0.030000,,
0.010000,,
0.030000,,
0.050000,,
0.010000,,
0.040000,,
0.010000,,
0.090000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.050000,,
0.010000,,
0.060000,,
0.008105,,
0.010000,,
0.020000,,
0.020000,,
0.070000,,
0.010000,,
0.020000,,
0.006858,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.008105,,
0.030000,,
0.010000,,
0.010000,,
0.070000,,
0.060000,,
0.060000,,
0.020000,,
0.010000,,
0.020000,,
0.008609,,
0.060000,,
0.009839,,
0.009839,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.010000,,
0.010000,,
0.030000,,
0.030000,,
0.030000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.030000,,
0.090000,,
0.020000,,
0.930000,,
0.080000,,
0.050000,,
0.010000,,
0.050000,,
0.020000,,
0.120000,,
0.010000,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.060000,,
0.009839,,
0.040000,,
0.020000,,
0.020000,,
0.060000,,
0.010000,,
0.260000,,
0.010000,,
0.030000,,
0.030000,,
0.009839,,
0.009839,,
0.030000,,
0.020000,,
0.030000,,
0.030000,,
0.060000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.090000,,
0.020000,,
0.890000,,
0.080000,,
0.050000,,
0.010000,,
0.050000,,
0.030000,,
0.110000,,
0.010000,,
0.008105,,
0.010000,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.030000,,
0.008728,,
0.060000,,
0.010000,,
0.020000,,
0.020000,,
0.009352,,
0.020000,,
0.040000,,
0.550000,,
0.030000,,
0.110000,,
0.020000,,
0.010000,,
0.009975,,
0.010000,,
0.060000,,
0.020000,,
0.030000,,
0.009975,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.010000,,
0.030000,,
0.030000,,
0.010000,,
0.010000,,
0.060000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.060000,,
0.008105,,
0.010000,,
0.009352,,
0.250000,,
0.020000,,
0.020000,,
0.030000,,
0.009352,,
0.030000,,
0.009975,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.030000,,
0.050000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.010000,,
0.010000,,
0.008609,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.280000,,
0.070000,,
0.010000,,
0.010000,,
0.010000,,
0.008609,,
0.040000,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.050000,,
0.020000,,
0.020000,,
0.010000,,
0.320000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.009839,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.008609,,
0.020000,,
0.040000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.090000,,
0.010000,,
0.009839,,
0.010000,,
0.020000,,
0.007379,,
0.030000,,
0.020000,,
0.030000,,
0.007379,,
0.020000,,
0.010000,,
0.009839,,
0.040000,,
0.190000,,
0.010000,,
0.008609,,
0.020000,,
0.008609,,
0.030000,,
0.190000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.030000,,
0.008609,,
0.040000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.008609,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.009839,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.060000,,
0.010000,,
0.010000,,
0.009839,,
0.020000,,
0.080000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.008609,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.009839,,
0.009839,,
0.050000,,
0.020000,,
0.030000,,
0.008609,,
0.030000,,
0.020000,,
0.010000,,
0.008609,,
0.190000,,
0.030000,,
0.009839,,
0.040000,,
0.040000,,
0.020000,,
0.010000,,
0.060000,,
0.020000,,
0.009839,,
0.050000,,
0.050000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.009839,,
0.020000,,
0.020000,,
0.050000,,
0.020000,,
0.008609,,
0.020000,,
0.050000,,
0.009839,,
0.610000,,
0.020000,,
0.020000,,
0.050000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.008609,,
0.020000,,
0.010000,,
0.009839,,
0.030000,,
0.030000,,
0.020000,,
0.009839,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.008609,,
0.010000,,
0.030000,,
0.090000,,
0.170000,,
0.080000,,
0.060000,,
0.010000,,
0.020000,,
0.030000,,
0.009839,,
0.010000,,
0.009839,,
0.008609,,
0.030000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.030000,,
0.010000,,
0.150000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.009975,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.050000,,
0.010000,,
0.008105,,
0.010000,,
0.009352,,
0.030000,,
0.008728,,
0.020000,,
0.010000,,
0.009975,,
0.007481,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.009975,,
0.009352,,
0.010000,,
0.020000,,
0.020000,,
0.009975,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.620000,,
0.010000,,
0.020000,,
0.008728,,
0.010000,,
0.010000,,
0.020000,,
0.030000,,
0.009975,,
0.009352,,
0.010000,,
0.040000,,
0.040000,,
0.050000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.009975,,
0.010000,,
0.060000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.009352,,
0.010000,,
0.020000,,
0.008728,,
0.010000,,
0.030000,,
0.080000,,
0.010000,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.008728,,
0.010000,,
0.010000,,
0.030000,,
0.010000,,
0.008105,,
0.030000,,
0.010000,,
0.020000,,
0.009352,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.009352,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.030000,,
0.009975,,
0.040000,,
0.009352,,
0.010000,,
0.040000,,
0.010000,,
0.040000,,
0.020000,,
0.007481,,
0.009352,,
0.010000,,
0.010000,,
0.009352,,
0.020000,,
0.090000,,
0.010000,,
0.009975,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.008105,,
0.010000,,
0.040000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.009975,,
0.010000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.008105,,
0.010000,,
0.020000,,
0.009352,,
0.010000,,
0.010000,,
0.007481,,
0.010000,,
0.080000,,
0.020000,,
0.020000,,
0.200000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.008728,,
0.009352,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.010000,,
0.007481,,
0.010000,,
0.010000,,
0.020000,,
0.009352,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.008728,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.030000,,
0.010000,,
0.070000,,
0.020000,,
0.040000,,
0.020000,,
0.040000,,
0.040000,,
0.009975,,
0.080000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.050000,,
0.010000,,
0.030000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.009975,,
0.009975,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.008105,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.010000,,
0.008728,,
0.010000,,
0.010000,,
0.010000,,
0.200000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.040000,,
0.010000,,
0.060000,,
0.020000,,
0.040000,,
0.030000,,
0.020000,,
0.050000,,
0.010000,,
0.050000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.040000,,
0.030000,,
0.010000,,
0.010000,,
0.009352,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.080000,,
0.190000,,
0.008609,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.008609,,
0.050000,,
0.200000,,
0.020000,,
0.040000,,
0.040000,,
0.140000,,
0.010000,,
0.310000,,
0.007379,,
0.010000,,
0.050000,,
0.010000,,
0.040000,,
0.080000,,
0.020000,,
0.030000,,
0.009839,,
0.009839,,
0.010000,,
0.020000,,
0.030000,,
0.008609,,
0.040000,,
0.020000,,
0.040000,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.050000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.080000,,
0.010000,,
0.009839,,
0.010000,,
0.070000,,
0.009839,,
0.020000,,
0.050000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.040000,,
0.120000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.009839,,
0.009839,,
0.030000,,
0.050000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.008303,,
0.040000,,
0.040000,,
0.007345,,
0.070000,,
0.050000,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.070000,,
0.010000,,
0.010000,,
0.020000,,
0.009900,,
0.008303,,
0.010000,,
0.060000,,
0.060000,,
0.020000,,
0.070000,,
0.070000,,
0.080000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.060000,,
0.130000,,
0.009839,,
0.010000,,
0.007379,,
0.020000,,
0.010000,,
0.008609,,
0.010000,,
0.040000,,
0.060000,,
0.040000,,
0.007379,,
0.008609,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.060000,,
0.010000,,
0.010000,,
0.050000,,
0.050000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.070000,,
0.040000,,
0.020000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.009839,,
0.030000,,
0.080000,,
0.090000,,
0.050000,,
0.010000,,
0.009839,,
0.050000,,
0.020000,,
0.009839,,
0.030000,,
0.050000,,
0.040000,,
0.010000,,
0.020000,,
0.010000,,
0.040000,,
0.030000,,
0.050000,,
0.060000,,
0.020000,,
0.030000,,
0.040000,,
0.008609,,
0.010000,,
0.008609,,
0.030000,,
0.020000,,
0.010000,,
0.090000,,
0.010000,,
0.010000,,
0.100000,,
0.020000,,
0.010000,,
0.030000,,
0.050000,,
0.020000,,
0.040000,,
0.050000,,
0.030000,,
0.030000,,
0.040000,,
0.040000,,
0.030000,,
0.020000,,
0.080000,,
0.020000,,
0.020000,,
0.020000,,
0.050000,,
0.310000,,
0.020000,,
0.020000,,
0.080000,,
0.020000,,
0.080000,,
0.080000,,
0.020000,,
0.030000,,
0.040000,,
0.030000,,
0.009839,,
0.020000,,
0.040000,,
0.040000,,
0.020000,,
0.030000,,
0.060000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.040000,,
0.008609,,
0.310000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.030000,,
0.030000,,
0.010000,,
0.010000,,
0.080000,,
0.030000,,
0.010000,,
0.030000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.190000,,
0.009839,,
0.020000,,
0.030000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.008609,,
0.020000,,
0.080000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.190000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.040000,,
0.040000,,
0.020000,,
0.030000,,
0.040000,,
0.600000,,
0.010000,,
0.020000,,
0.040000,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.040000,,
0.008609,,
0.170000,,
0.080000,,
0.020000,,
0.080000,,
0.070000,,
0.060000,,
0.008609,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
